Clave,Descripción,Línea,Pub,MM,Cj,min
38951,PIMIENTO TRITURADO PRAGNA 385gr,SPECI,212.06,212.06,188.50,180.64
40488,"PINCEL MADERA BLANCO ROJO 0417,0148",ALEGR,69.00,69.00,64.00,62.00
16963,PIÑA COLADA 12/1 LT DRAC VALLEY,ABARR,105.00,105.00,96.00,96.00
16961,PIÑA COLADA 1lt/12 CALAHUA,ABAJU,66.00,66.00,64.00,61.00
38991,PIÑA DESHIDRATADA CUBO KG,FRUSE,160.00,160.00,160.00,160.00
390211,PIÑA REBANADA CHOICE12/800,ABACO,39.00,39.00,36.00,36.00
39020,PIÑA REBANADA MAXIMA C/12/820,ABACO,58.00,58.00,55.00,53.00
39021,PIÑA REBANADA MONTE CHOICE C/6/3KG,ABACO,154.00,154.00,151.00,151.00
39100,PIÑA TROZO PRATERIA MONTE CHO 3KG,ABACO,175.00,175.00,175.00,175.00
39080,PIÑA TROZO SW C/6/3 KG,ABACO,148.00,148.00,148.00,148.00
39120,PIÑA TROZOS DON AGUSTIN C/6/3 KG,ABACO,148.00,148.00,145.00,145.00
39140,PIÑON BLANCO KILO,FRUSE,700.00,700.00,650.00,620.00
39160,PIÑON ROSA KILO,FRUSE,"2,400.00","2,400.00","2,100.00","2,100.00"
39180,PISTACHE CON SAL NATURAL C/10,FRUSE,280.00,280.00,265.00,265.00
39185,PISTACHE CRUDO SIN CASCARA,FRUSE,440.00,440.00,410.00,410.00
39187,PISTACHE ENCHILADO 1 KG ALTEÑA,FRUSE,240.00,240.00,230.00,225.00
24523,PLACA CORTADOR SIMETRICA 5-5110,ALEGR,84.00,84.00,74.00,68.00
36966,PLACA MUFFIN 12 CAV LAMINA,MOALU,135.00,135.00,125.00,125.00
36965,PLACA MUFFIN 24 CAV LAMINA,MOALU,255.00,255.00,245.00,245.00
39420,PLATO 1 A PRIMO  C/40/25,DESEC,15.00,15.00,13.20,13.20
39440,PLATO 1 PRIMO C/40/25,DESEC,18.00,18.00,16.50,16.50
39480,PLATO 10 LISO REYMA C/20/25,DETER,33.22,33.22,29.38,28.62
39284,PLATO 10 PAPEL BIO FIBRA C/10/50pz,DESEC,155.00,155.00,148.00,148.00
39520,PLATO 2 PRIMO C/40/25,DESEC,24.00,24.00,21.00,20.00
39540,PLATO 3 PRIMO C/40/25,DESEC,30.00,30.00,27.50,26.49
39300,PLATO 5 DIV primo C/20/25,DESEC,44.00,44.00,38.00,37.20
39360,PLATO 5 LISO primo C/20/25,DESEC,46.01,46.01,42.00,42.00
39282,PLATO 6 PAPEL BIO FIBRA C/20/50pz,DESEC,45.00,45.00,39.00,39.00
39580,PLATO 8 DIV REYMA C/25/20,DETER,28.00,28.00,25.50,24.20
39620,PLATO 8 LISO REYMA C/25/20,DETER,23.81,23.81,21.07,20.51
39285,PLATO CARTON 066 PIKPEL C/8/50 PZ,DESEC,25.00,25.00,21.00,21.00
39286,PLATO CARTON 855 PIKPEL C/6/50 PZ,DESEC,30.00,30.00,28.00,27.00
39201,PLATO DE MADERA BOTE 18 cm C/50/20,ALEGR,125.00,125.00,115.00,115.00
39204,PLATO DE MADERA BOTE 24 CM C/50/20,ALEGR,175.00,175.00,165.00,165.00
39820,PLATO P06 REYMA C/20/25,DETER,17.81,17.81,15.75,15.35
39340,PLATO PAPEL 7 INIX C/10/50pz PL07,DESIN,95.00,95.00,91.00,88.00
39840,PLATO PH4 REYMA C/20/25,DETER,13.58,13.58,12.02,11.70
39880,PLATO PH6 REYMA C/20/25,DETER,18.66,18.66,16.52,16.09
39920,PLATO PH8 REYMA C/20/25,DETER,28.28,28.28,25.01,24.36
39980,POLIPRO CORTADO 14X14,CELOP,140.00,140.00,130.00,130.00
40000,POLIPRO CORTADO 15X15,CELOP,140.00,140.00,130.00,130.00
40100,POLVO ROYAL BOLSA C/16 KILO,MATPR,48.00,48.00,44.00,44.00
254943,PONZU CITRUS MIZKAN 1.89/6,ORIEN,325.00,325.00,315.00,315.00
404901,POPOTE 21cm FLEX 4/500 PRIMO,DEPOP,115.00,115.00,105.00,105.00
40485,POPOTE BIO 26cm 4/500 ESTUCHADO PRIMO,DEPOP,112.00,112.00,105.00,96.00
40540,POPOTE BIO GIGANTE C/2000 PRIMO,DEPOP,295.00,295.00,265.00,265.00
40320,POPOTE CAJILLA ESTUC FLEX PRIMO C/48/125,DEPOP,38.00,38.00,32.00,32.00
40581,POPOTE CUCHARA C/100/100,DEPOP,40.00,40.00,32.00,32.00
40160,POPOTE DECORADO C/FRUTA 50pz 4-0209,DEPOP,95.00,95.00,92.00,92.00
40560,POPOTE NEON CORTO BIODE C/5,DEPOP,85.00,85.00,77.00,76.00
40340,POPOTE NEON FLEXIBLE PRIMO C/24/50,DEPOP,15.00,15.00,9 .80,9 .80
40580,POPOTE NEON LARGO BIODE  C/5,DEPOP,85.00,85.00,77.00,76.00
40481,POPOTE PAPEL C/500 ESTUC PRIMO,DEPOP,265.00,265.00,255.00,255.00
40220,POPOTE PAPEL NEGRO 20.5 CM escf C/4/2000,DEPOP,431.52,431.52,389.76,389.76
40242,POPOTE PAPEL RAYAS C/50paq/100pz,DEPOP,42.00,42.00,38.00,38.00
40582,POPOTE TAPIOCA C/5 KG,DEPOP,75.01,75.01,69.00,66.00
40640,PORTA VASO DE CARTON C/75pz C/4paq,DESEC,175.00,175.00,165.00,165.00
40620,PORTA VASO KRAF CANASTA 2 CAV c/10/25,DESEC,92.00,92.00,84.00,84.00
46081,PORTACONO C/100 PZ,PALET,35.00,35.00,32.00,32.00
40691,PURE DE PAPA KNORR C/4/3KG,FOOD,535.00,535.00,528.00,528.00
40690,PURE DE PAPA KNORR C/6/800,FOOD,169.00,169.00,162.00,162.00
40700,PURE DE TOMATE DEL FUERTE C/12/1 LT,ABARR,33.00,33.00,33.00,33.00
40692,PURE PAPA HOJUELA 2.26,ABARR,305.00,305.00,305.00,305.00
40719,QUESO PARMESANO 2.04 kg KRAFFT,FOOD,795.00,795.00,795.00,795.00
40724,QUESO PARMESANO 227gr C/24 KRAFT,FOOD,172.00,172.00,168.00,168.00
40717,QUESO PARMESANO 85 grs C/24 KRAFF,ABARR,85.00,85.00,78.00,78.00
40720,QUINOA C/10,FRUSE,88.00,88.00,84.00,84.00
35321,RAMEN SOUP BASE SHOYU 10/1 KG,ORIEN,285.00,285.00,275.00,275.00
35322,RAMEN SOUP BASE TONKOTSU 10/1 KG,ORIEN,375.00,375.00,365.00,365.00
40810,RASPA BLANCA 10X16 4-2905,ALEGR,28.00,28.00,25.00,22.01
40812,RASPA DE PLAST 15 CM 80-302,ALEGR,9 .26,9 .26,7 .98,7 .34
40040,REBANADA DE PIZZA 20X16X2 100PZ,PAPEL,145.00,145.00,130.00,125.00
40821,RED NEGRA DE ARO 48 PZ,DESEC,140.00,140.00,125.00,125.00
40824,RED NEGRA INVISIBLE ARO C/144pz,HIGIE,214.99,214.99,214.99,214.99
40820,RED NEGRA PIEZA paq c/100,HIGIE,158.00,158.00,148.00,142.00
40822,RED NEGRA REFORZADA C/80/36pz,MATPR,102.00,102.00,96.00,92.50
40840,RELLENO  AVELLANA ALPEZZI C/5 KG,MATCH,615.00,615.00,615.00,615.00
40883,RODILLO A INOX GRADUADO  TOL01030,ALEGR,315.00,313.20,271.44,240.12
40884,RODILLO P/CREPA 15.5X13 7-0021,ALEGR,25.23,25.23,21.75,20.01
40881,RODILLO P/CREPA 20.5X13 7-0022,ALEGR,29.00,29.00,26.00,21.49
40882,RODILLO P/CREPA 23X12X14 7-0052,ALEGR,31.00,31.00,27.00,26.49
40886,RODILLO P/CREPA 25X3 7-0053,ALEGR,26.91,26.91,23.20,21.34
40860,RODILLO PVC 22 CM 4-1918,ALEGR,135.49,135.49,103.00,101.00
40900,ROJO FRESA 100 GMS EX B TROPIC,COLOT,63.43,63.43,61.00,60.20
40920,ROJO FRESA EX B 1 KG TROPIC,COLOT,466.88,466.88,448.20,429.52
40950,ROJO GROSELLA  EX B 1KG TROPIC,COLOT,476.66,476.66,457.60,438.53
40945,ROJO GROSELLA EX B 100 GRS TROPIC,COLOT,66.58,66.58,61.65,56.72
41852,ROLLO 15X25 PCO LAPOSEDA,BORPI,90.00,90.00,88.00,88.00
41590,ROLLO 15X25 POLI AZTECA OXOBIO,BOLAZ,74.00,74.00,71.00,68.00
42080,ROLLO 15X25 POLISEDA REYMA,BOLSE,62.00,62.00,54.50,53.50
40960,ROLLO 15X25 polisuper,BOLSU,85.00,85.00,79.00,78.00
41861,ROLLO 18X26 PCO LAPOSEDA,BORPI,92.80,92.80,92.80,92.80
41610,ROLLO 18X26 POLI AZTECA OXOBIO,BOLAZ,74.00,74.00,71.00,68.00
42100,ROLLO 18X26 POLISEDA REYMA,BOLSE,62.00,62.00,54.50,53.50
40980,ROLLO 18X26 polisuper,BOLSU,85.00,85.00,79.00,78.00
42061,ROLLO 20X30 NEGRO POLIPAPEL,BOLSA,60.00,60.00,48.00,47.00
41854,ROLLO 20X30 PCO LAPOSEDA,BORPI,90.00,90.00,88.00,88.00
41640,ROLLO 20X30 POLI AZTECA OXOBIO,BOLAZ,74.00,74.00,71.00,68.00
42120,ROLLO 20X30 POLISEDA REYMA,BOLSE,62.00,62.00,54.50,53.50
41000,ROLLO 20X30 polisuper,BOLSU,85.00,85.00,79.00,78.00
42062,ROLLO 25X35 NEGRO POLIPAPEL,BOLSA,66.00,66.00,59.90,59.50
41855,ROLLO 25X35 PCO LAPOSEDA,BORPI,90.00,90.00,88.00,88.00
41700,ROLLO 25X35 POLI AZTECA OXOBIO,BOLAZ,74.00,74.00,71.00,68.00
42140,ROLLO 25X35 POLISEDA REYMA,BOLSE,62.00,62.00,54.50,53.50
41020,ROLLO 25X35 polisuper,BOLSU,85.00,85.00,79.00,78.00
41856,ROLLO 30X40 PCO LAPOSEDA,BORPI,90.00,90.00,88.00,88.00
41730,ROLLO 30X40 POLI AZTECA OXOBIO,BOLAZ,74.00,74.00,71.00,68.00
42160,ROLLO 30X40 POLISEDA REYMA,BOLSE,62.00,62.00,54.50,53.50
41040,ROLLO 30X40 polisuper,BOLSU,85.00,85.00,79.00,78.00
41857,ROLLO 35X45 PCO LAPOSEDA,BORPI,90.00,90.00,88.00,88.00
41760,ROLLO 35X45 POLI AZTECA OXOBIO,BOLAZ,74.00,74.00,71.00,68.00
42180,ROLLO 35X45 POLISEDA REYMA,BOLSE,62.00,62.00,54.50,53.50
41060,ROLLO 35X45 polisuper,BOLSU,85.00,85.00,79.00,78.00
41119,ROLLO 40X60 COLOR REC,BOLSA,60.00,60.00,58.00,58.00
41858,ROLLO 40X60 PCO LAPOSEDA,BORPI,90.00,90.00,88.00,88.00
41810,ROLLO 40X60 POLI AZTECA OXOBIO,BOLAZ,74.00,74.00,71.00,68.00
42200,ROLLO 40X60 POLISEDA REYMA,BOLSE,62.00,62.00,54.50,53.50
41080,ROLLO 40X60 polisuper,BOLSU,85.00,85.00,79.00,78.00
41420,ROLLO ANCHO NEGRO 6MTS 600,BOLSA,66.00,66.00,56.00,56.00
41580,ROLLO PCO 15X25X90 REYMA BP,BORNA,57.00,57.00,49.50,49.00
41600,ROLLO PCO 18X26X90 REYMA BP,BORNA,57.00,57.00,49.50,49.00
41660,ROLLO PCO 20X30X90 REYMA BP,BORNA,57.00,57.00,49.50,49.00
41720,ROLLO PCO 25X35X90 REYMA BP,BORNA,57.00,57.00,49.50,49.00
41740,ROLLO PCO 30X40X90 REYMA BP,BORNA,57.00,57.00,49.50,49.00
41780,ROLLO PCO 35X45X120 REYMA BP,BORNA,57.00,57.00,49.50,49.00
41800,ROLLO PCO 40X60X120 REYMA BP,BORNA,57.00,57.00,49.50,49.00
41820,ROLLO PCO 50X70X120 REYMA BP,BORNA,57.00,57.00,49.50,49.00
41840,ROLLO PCO 60X90X120 REYMA BP,BORNA,57.00,57.00,49.50,49.00
41900,ROLLO POLI 15X25X50 RY KG,BORPR,55.00,55.00,49.00,47.50
41920,ROLLO POLI 18X26X50 RY  KG,BORPR,55.00,55.00,49.00,47.50
41940,ROLLO POLI 20X30X50 RY KG,BORPR,55.00,55.00,49.00,47.50
41960,ROLLO POLI 25X35X50 RY KG,BORPR,55.00,55.00,49.00,47.50
41980,ROLLO POLI 30X40X50 RY  KG,BORPR,55.00,55.00,49.00,47.50
42000,ROLLO POLI 35X45X50 RY  KG,BORPR,55.00,55.00,49.00,47.50
42020,ROLLO POLI 40X60X50 RY  KG,BORPR,55.00,55.00,49.00,47.50
42040,ROLLO POLI 50X70X50 RY  KG,BORPR,55.00,55.00,49.00,47.50
42060,ROLLO POLI 60X90X50 RY  KG,BORPR,55.00,55.00,49.00,47.50
42223,ROMERO ORGANIC C/,SPECI,35.00,30.00,30.00,30.00
42220,ROMPOPE CORONADO 1 LT C/12,FOOD,182.00,182.00,178.00,178.00
42219,ROMPOPE CORONADO GARRAFA 4 LTS VAINILLA,FOOD,620.60,620.60,609.00,609.00
42240,ROSA ALIMENTOS 100 GRS EXT TROPIC,COLOT,67.57,67.57,62.37,59.77
42250,ROSA BA 1 KG TROPIC,COLOT,425.00,425.00,405.00,395.00
42275,ROYAL c/100/50gr  REXAL,ABARR,12.00,12.00,10.50,9 .50
42265,ROYAL c/24/500gr REXAL,ABARR,52.00,52.00,48.00,48.00
42270,ROYAL c/50/150gr REXAL,ABARR,21.00,21.00,19.50,19.50
42266,ROYAL c/50/250gr REXAL,ABARR,28.00,28.00,26.00,26.00
43132,S,SALSA,45.56,42.19,38.81,37.80
5141,S,ORIEN,245.00,245.00,245.00,245.00
42994,S ALITAS MANGO HAB zafran c/4/4.3kg GAL,FOOZA,350.20,350.20,322.19,313.78
5066,S ANGUILA 230ml KOKUZAN,ORIEN,60.45,60.45,55.80,53.48
42982,S BBQ SMOKEY 4/4kg ZAFRAN AHUMADA,FOOZA,275.00,275.00,265.00,265.00
5031,S HOISIN KOON CHUN 425gs/24pz,ORIEN,94.00,94.00,88.00,88.00
5030,S HOISIN LKK 2.27 C/6,ORIEN,235.00,235.00,225.00,225.00
5033,S HOISIN LKK 397gr,ORIEN,95.00,95.00,92.00,92.00
34760,S MAGGI C/4/1900 ML NESTLE,NESTL,425.00,425.00,425.00,425.00
15552,S MANGO HABANERO BIDON 20 KG,FOOZA,"1,264.40","1,264.40","1,264.40","1,264.40"
5065,S SAMBAL 510gr/18,ORIEN,80.00,80.00,78.00,78.00
5060,S SIRACHA HUY FONG 255gr/24,ORIEN,48.00,48.00,45.00,45.00
5061,S SIRACHA HUY FONG 3.86kg/3,ORIEN,435.00,435.00,425.00,425.00
5063,S SIRACHA HUY FONG 481grs,ORIEN,109.00,109.00,105.00,105.00
43037,S SIRACHA HUY FONG C/12/793ml,ORIEN,135.00,135.00,128.00,128.00
5062,S SIRACHA PORCION 250 PZ  8grs,ORIEN,475.00,475.00,465.00,465.00
35222,S SOYA BEAN KOON CHUN 370gr C/12,BAJA,78.00,78.00,71.00,71.00
425930,S SOYA CHAMPIÑON PEAR 500ml C/12,ORIEN,125.00,125.00,115.00,115.00
5125,S SOYA CLASIC HADAY 1.9lt,ORIEN,175.00,175.00,166.00,166.00
42589,S SOYA CORINA C/4/5 LT,FOOD,152.00,152.00,148.00,148.00
455930,S SOYA DUEÑA 12/1lt,ORIEN,45.00,45.00,41.00,41.00
5022,S SOYA DULCE 12/620 ML ABC,ORIEN,155.00,155.00,148.00,148.00
43055,S SOYA HONGO 12/1.8 LT PEARL RIVER,ORIEN,265.00,265.00,245.00,245.00
425925,S SOYA KIKKOMAN  296 ML,ORIEN,78.00,78.00,74.00,72.00
42594,S SOYA KIKKOMAN 1.90 ml/6,ORIEN,275.00,275.00,265.00,265.00
425921,S SOYA KIKKOMAN 148 ml/12,ORIEN,49.00,49.00,49.00,49.00
425943,S SOYA KIKKOMAN B SODIO 1.90 C/6pz,ORIEN,315.00,315.00,315.00,315.00
425920,S SOYA KIKKOMAN B SODIO 148ml/12,ORIEN,84.00,84.00,78.00,77.00
425944,S SOYA KIKKOMAN B SODIO 18.9 CUBETA VERD,ORIEN,"1,805.00","1,805.00","1,805.00","1,805.00"
425941,S SOYA KIKKOMAN CUBETA C/18.9lt ROJA,ORIEN,"1,315.00","1,315.00","1,315.00","1,315.00"
42598,S SOYA KOKUZAN 20 LT,ORIEN,440.00,440.00,440.00,440.00
5124,S SOYA LIGERA 1.6llt c/6 MASTER,ORIEN,110.00,110.00,99.00,99.00
42588,S SOYA LITRO C/12  CORINA,FOOD,38.00,38.00,36.00,36.00
425929,S SOYA LUCKY 19.8 LT CUBETA,ORIEN,815.00,815.00,815.00,815.00
1530,S SOYA OSCURA PEARL C12/1.8L,ORIEN,265.00,265.00,245.00,245.00
43032,S SOYA PORCION YINPIN 400 PZ,ORIEN,148.00,148.00,145.00,145.00
425971,S SOYA YAMASA 148ml/12,ORIEN,68.00,68.00,66.00,66.00
425924,S SOYA YAMASA 296 ML,ORIEN,78.00,78.00,72.00,72.00
5122,S SOYA YAMASA B/SODIO 148 ML C/12,ORIEN,69.00,69.00,66.00,66.00
425922,S TERIYAKI KIKKOMAN 296ml/12,ORIEN,81.00,81.00,79.00,79.00
425919,S TERIYAKI NESTLE 2.09lt C/4,ORIEN,355.00,355.00,345.00,345.00
425923,S TERIYAKY GLAZE KIKKOMAN 2.27 C/6,ORIEN,353.70,353.70,345.00,345.00
42995,S TIPO INGLESA zafran C/6/2.1 lt,FOOZA,159.69,159.69,146.91,143.08
42997,S. ALITAS MANGO HAB zafran C/12/570gr,FOOZA,62.86,62.86,58.00,58.00
42998,S. ALITAS MANGO HAB zafran C/6/2.3 lt,FOOZA,199.62,199.62,183.65,178.86
43015,S. ALITAS ORIGINAL zafran C/12/500,FOOZA,43.74,43.74,38.23,36.29
43001,S. ALITAS ORIGINAL zafran C/4/3.75,FOOZA,229.83,229.83,211.44,205.92
42984,S. BBQ SMOKEY 12/535gr ZAFRAN,FOOZA,61.86,61.86,54.07,51.32
42560,S. REDHOT original  FRANKS C/4/3.78 LT,SALSA,235.00,235.00,235.00,235.00
42700,S. REDHOT wins FRANKS /4/3.78,FOOD,238.00,238.00,238.00,238.00
42983,S. TAMARINDO HABANERO 12/560gr ZAFRAN,FOOZA,77.92,77.92,68.11,64.65
42882,S. VALENTINA MARISCOS C/24/370ml,SALSA,21.00,21.00,19.10,18.80
42840,S. VALENTINA NEGRA C/12/ 1LT,SALSA,36.00,36.00,32.50,32.50
42860,S. VALENTINA NEGRA C/24/370 ML,SALSA,18.50,18.50,17.50,17.50
42900,S. VALENTINA ROJA 1200/5 PORCION,SALSA,432.00,432.00,422.00,422.00
42880,S. VALENTINA roja 900/10 PORCION,SALSA,365.00,365.00,365.00,365.00
42920,S. VALENTINA ROJA C/12/ 1LT,SALSA,34.00,34.00,32.10,31.50
42940,S. VALENTINA ROJA C/24/370 ML,SALSA,18.00,18.00,15.50,15.50
42850,S. VALENTINA ROJA C/3/4 LITROS,SALSA,134.00,134.00,134.00,134.00
42610,S.INGLESA C&B C/24/145 ML NESTLE,NESTL,37.00,37.00,37.00,35.50
42600,S.INGLESA C&B C/24/290 ML NESTLE,NESTL,59.00,59.00,59.00,59.00
42640,S.INGLESA C&B C/4/1900 ML NESTLE,NESTL,275.00,275.00,275.00,275.00
42620,S.INGLESA C&B C/6/980 ML NESTLE,NESTL,165.00,165.00,165.00,165.00
42660,S.INGLESA heinz GALON C/4,FOOD,308.86,308.86,300.80,300.80
42676,S.INGLESA LEA PERRIS C/12/148ml,ABARR,62.00,62.00,59.00,59.00
42675,S.INGLESA LEA PERRIS C/12/284ml,FOOD,78.00,78.00,74.00,74.00
42981,S.TAMARINDO HABANERO4/4.05kg ZAFRAN,FOOZA,430.00,430.00,415.00,415.00
43007,S.TIPO INGLESA LITRO zafran C/12/1 lt,FOOZA,100.74,100.74,88.05,83.58
43006,S.TIPO INGLESA zafran C/4/3.9 lt GALON,FOOZA,295.00,295.00,285.00,285.00
389500,SAL AHUMADA GRANULAR 520gr PRAGNA,SPECI,114.75,114.75,102.00,97.75
10370,SAL AHUMADA MOLIDA 6/520 GR PRAGNA,SPECI,108.00,108.00,108.00,108.00
42285,SAL CON AJO ORGANIC C/200 GRS,SPECI,48.00,48.00,45.00,42.00
42291,SAL DE GRANO C/50 KG,ABARR,14.00,14.00,10.50,10.50
42284,SAL DE GRANO MAR organica C/50,MATPR,10.00,10.00,6 .80,6 .80
38963,SAL DEL HIMALAYA KILO,FOOD,75.00,75.00,58.00,54.05
42280,SAL HIMALAYA AJO CEBOLLA 280g MOL PRAGNA,SPECI,174.83,174.83,155.40,148.93
38962,SAL HIMALAYA BLOQUE 12X8X1.5 PRAGNA  PZ,SPECI,880.98,880.98,783.10,750.47
38964,SAL HIMALAYA MOLINO C/12/370 GRS,FOOD,145.00,145.00,135.00,135.00
38961,SAL HIMALAYA PIMIENTA PRAGNA C/6/480,SPECI,97.65,97.65,86.80,83.18
43080,SAL HIMALAYA PIMIENTAS 280g PRAGNA,SPECI,167.32,167.32,148.73,142.53
38953,SAL HIMALAYA PRAGNA C/1.1000,SPECI,101.92,101.92,90.60,86.82
46058,SAL KOSHER C/1200 GR PRAGNA,SPECI,65.00,65.00,59.00,59.00
10371,SAL MARINA FINAS HIERBAS 12/1000 GR,SPECI,125.00,125.00,125.00,125.00
42295,SAL PORCION heinz C/3000,FOOD,265.00,265.00,265.00,265.00
42296,SAL PORCION SOFISA C/2000,FOOD,170.00,170.00,165.00,165.00
42290,SAL REFINADA C/20/1,ABARR,18.00,18.00,17.50,17.50
15550,SALSA  BBQ 20 LT BIDON ZAFRAN,FOOZA,801.30,801.30,801.30,801.30
42320,SALSA 1 LT BOTANERA C/12,SALSA,28.00,28.00,26.50,26.50
42400,SALSA 355 TABASCO C/12,ABARR,242.00,242.00,235.00,235.00
42420,SALSA 500  ML BOTANERA C/24,SALSA,22.00,22.00,18.00,17.50
42440,SALSA 60 ML TABASCO C/24,ABARR,54.00,54.00,51.00,48.00
42670,SALSA A1 CARNE C/12/283gr,ABARR,75.00,75.00,75.00,75.00
42671,SALSA A1 CARNE C/24/142ml,ABARR,42.60,42.60,40.83,39.76
15544,SALSA ALITAS BOLSA POUCH 2 K C/ 5 PZ,FOOZA,117.97,117.97,104.36,104.36
34999,SALSA ANGUILA 2.4 KIKOMAN C/6,ORIEN,375.00,375.00,355.00,355.00
35200,SALSA ANGUILA MIZKAN 1.89/6  LC,ORIEN,412.49,412.49,395.99,379.49
5042,SALSA ANGUILA SHIRAKIKU 3.78 C/4pz,ORIEN,475.00,475.00,465.00,465.00
42460,SALSA BBQ ABAL GALON C/4,FOOD,235.00,235.00,227.00,227.00
42513,SALSA BBQ HEINZ 3.8kg C/4,FOOD,321.00,321.00,315.00,315.00
42512,SALSA BBQ HOT 4.4 KG zafran  C/4 PZ,FOOZA,291.64,291.64,268.31,261.31
43003,SALSA BBQ HOT zafran C/12/580 GRS,FOOZA,51.99,51.99,45.44,43.13
42469,SALSA BBQ HUNTS 4.3kg C/4,FOOD,310.00,310.00,310.00,310.00
42294,SALSA BBQ ORIGINAL zafran C/12/530 GRS,FOOZA,41.55,41.55,36.32,34.47
43002,SALSA BBQ zafran C/4/4 KG GALON,FOOZA,238.00,238.00,221.00,221.00
15545,SALSA BBQ ZAFRAN POUCH 2K C/5,FOOZA,104.92,104.92,92.81,92.81
35220,SALSA BLACK BEAN  FRIJOL AJO 368/12,ORIEN,127.58,127.58,113.40,108.68
42321,SALSA BOTANERA porcion GRANEL 840pz,SALSA,305.00,305.00,295.00,295.00
42490,SALSA BUFALO C/12/990,SALSA,52.00,52.00,49.00,49.00
42488,SALSA BUFALO C/24/150g,SALSA,15.00,15.00,13.50,13.10
43040,SALSA CONTADINA LATA P/PIZZA C/6/3KG,ABARR,165.00,165.00,155.00,155.00
43066,SALSA CONTADINA POUCH BOLSA 3KG,ABARR,135.00,135.00,130.00,128.00
42520,SALSA COSTA BRAVA ROJA GALON C/3PZA,ABARR,96.00,96.00,96.00,96.00
5127,SALSA DARK 500ml/12 PEARL RIVER,ORIEN,115.00,115.00,94.00,94.00
5041,SALSA DE ANGUILA GARRAFA 5.1 KG C/4 PZ,ORIEN,520.00,520.00,510.00,510.00
31860,SALSA DE CACAHUATE LKK 226 GR/12,ORIEN,102.00,102.00,95.00,95.00
452444,SALSA DE PESCADO TIPAROS 700ml C/12,BAJA,95.00,95.00,85.00,85.00
42580,SALSA GALON BOTANERA C/6,SALSA,87.00,87.00,85.00,84.00
42382,SALSA HABANERA MARIN 24/148ml,SALSA,19.00,19.00,18.30,18.30
43031,SALSA HABANERO DON VASCO 385 ML C/24,ABARR,28.00,28.00,26.00,26.00
52601,SALSA HUICHOL CLASICA 190ml C/24 pz,SALSA,17.00,17.00,14.50,14.50
52604,SALSA HUICHOL HABANERA 190ml C/24pz,SALSA,17.00,17.00,14.50,14.50
52603,SALSA HUICHOL NEGRA 190ml C/24pz,SALSA,17.00,17.00,14.50,14.50
42510,SALSA HUNTS BBQ C/12/620,SALSA,54.00,54.00,52.00,52.00
42511,SALSA HUNTS WINS C/12/550,SALSA,54.00,54.00,51.00,51.00
431352,SALSA JAMAICA HABANERO 4/1.8 LT SAUCO,ABARR,225.00,225.00,220.00,220.00
431351,SALSA MANGO HABANERO 4/1.8 LT SAUCO,ABARR,225.00,225.00,220.00,220.00
42821,SALSA OSTION  2.26/6 LATAS KUN CHUN,ORIEN,175.00,175.00,165.00,165.00
42822,SALSA OSTION 510 mil/12 PANDA,ORIEN,92.00,92.00,88.00,85.00
5126,SALSA OSTION HADAY 725gr,ORIEN,95.00,95.00,89.00,89.00
43039,SALSA P/PIZZA ABAL C/6/3 KG,FOOD,107.99,107.99,105.17,105.17
430291,SALSA PESTO 190gr/6 FILIPPO,FOOD,75.00,75.00,68.00,66.00
43047,SALSA PICANTE ABAL C/200/8GR,FOOD,82.00,82.00,79.00,79.00
431354,SALSA PIÑA HABANERO 4/3.78 LT SAUCO,ABARR,225.00,225.00,220.00,220.00
43043,SALSA PREGO 1.27,ABARR,95.00,95.00,95.00,95.00
43041,SALSA PREGO ESPAG CARNE C/12/680gr,ABARR,86.00,86.00,84.00,84.00
43028,SALSA PULPITO 355ml C/24,SALSA,22.00,22.00,21.00,21.00
42367,SALSA PUREPECHA CHIPOTLE 260/24pz,SALSA,28.00,28.00,26.00,25.20
42370,SALSA PUREPECHA litro NARANJA C/6,SALSA,115.00,115.00,105.00,98.00
42363,SALSA PUREPECHA NARANJA 260/24pz,SALSA,27.00,27.00,25.00,25.00
42365,SALSA PUREPECHA NEGRA 260/24pz,SALSA,28.00,28.00,26.00,25.20
42364,SALSA PUREPECHA ROJA 260/24pz,SALSA,28.00,28.00,26.00,25.20
42366,SALSA PUREPECHA VERDE 260/24pz,SALSA,28.00,28.00,26.00,25.20
42360,SALSA ROJA YUCATECO C/24/150ml,SALSA,29.00,29.00,27.50,27.50
42380,SALSA ROJA YUCATECO C/24/240ml,SALSA,39.00,39.00,36.50,36.50
43033,SALSA SAMBAL OLEK 3.89lt/3,ORIEN,525.00,525.00,525.00,525.00
42300,SALSA SAN LUIS 1 LT C/12,SALSA,26.00,26.00,26.00,26.00
42760,SALSA SAN LUIS 210 C/20,SALSA,16.00,16.00,14.80,14.80
431355,SALSA TAMARINDO HABANERO 4/1.8 LT SAUCO,ABARR,225.00,225.00,220.00,220.00
42980,SALSA YUCATECO  VERDE 150 C/24,BAJA,26.00,26.00,24.00,24.00
43000,SALSA YUCATECO  VERDE 240 C/24,SALSA,39.00,39.00,36.50,36.50
42381,SALSA YUCATECO EXTRA PICANTE C/24/120ml,SALSA,31.00,31.00,28.50,28.00
46063,SAZONA TODO PRAGNA 10/120 GR,SPECI,19.00,19.00,17.00,17.00
